Date,Open,High,Low,Close
2022-06-24,134.817,135.398,134.348,135.162
2022-06-27,134.974,135.55,134.518,135.437
2022-06-28,135.435,136.382,135.108,136.043
2022-06-29,136.043,137.002,135.772,136.621
2022-06-30,136.62,136.806,135.55,135.797
2022-07-01,135.796,135.985,134.74,135.214
2022-07-04,135.288,135.973,134.78,135.863
2022-07-05,135.862,136.359,135.421,135.538
2022-07-06,135.54,136.128,134.949,135.951
2022-07-07,135.95,136.219,135.548,135.918
2022-07-08,135.918,136.565,135.327,136.02
2022-07-11,135.953,137.752,135.871,137.413
2022-07-12,137.412,137.532,136.47,136.732
2022-07-13,136.734,137.867,136.69,137.63
2022-07-14,137.629,139.387,137.588,138.975
2022-07-15,138.973,139.087,138.385,138.453
2022-07-18,138.499,138.568,137.889,138.256
2022-07-19,138.256,138.391,137.38,138.186
2022-07-20,138.184,138.471,137.899,138.416
2022-07-21,138.417,138.875,137.02,137.078
2022-07-22,137.078,137.953,135.565,135.999
2022-07-25,136.119,136.788,135.887,136.408
2022-07-26,136.409,136.988,136.276,136.961
2022-07-27,136.959,137.462,136.078,136.113
2022-07-28,136.115,136.417,134.199,134.401
2022-07-29,134.399,134.674,132.503,133.209
2022-08-01,133.199,133.562,131.372,131.4
2022-08-02,131.402,133.601,130.392,133.34
2022-08-03,133.341,134.546,132.281,133.926
2022-08-04,133.925,134.422,132.518,132.617
2022-08-05,132.617,135.499,132.565,134.953
2022-08-08,135.015,135.58,134.353,134.835
2022-08-09,134.834,135.199,134.664,135.192
2022-08-10,135.206,135.3,132.025,132.81
2022-08-11,132.809,133.308,131.731,133.005
2022-08-12,133.007,133.892,132.898,133.388
2022-08-15,133.319,133.594,132.552,133.132
2022-08-16,133.132,134.682,132.948,134.28
2022-08-17,134.279,135.497,133.903,134.953
2022-08-18,134.954,135.9,134.646,135.803
2022-08-19,135.804,137.228,135.803,136.878
2022-08-22,136.809,137.647,136.697,137.575
2022-08-23,137.577,137.705,135.804,136.739
2022-08-24,136.739,137.241,136.171,137.094
2022-08-25,137.096,137.196,136.317,136.56
2022-08-26,136.562,137.755,136.193,137.752
2022-08-29,137.641,138.999,137.558,138.641
2022-08-30,138.643,139.076,138.05,138.758
2022-08-31,138.758,139.444,138.268,139.329
2022-09-01,139.33,140.27,139.061,140.084
2022-09-02,140.084,140.798,139.866,140.144
2022-09-05,140.099,140.659,140.089,140.429
2022-09-06,140.431,143.589,140.245,143.158
2022-09-07,143.158,144.989,142.926,144.088
2022-09-08,144.09,144.555,143.314,143.874
2022-09-09,143.872,143.957,141.499,142.564
2022-09-12,142.087,143.493,142.085,142.58
2022-09-13,142.579,144.955,141.607,144.453
2022-09-14,144.452,144.849,142.55,142.917
2022-09-15,142.919,143.799,142.904,143.337
2022-09-16,143.333,143.689,142.825,142.873
2022-09-19,142.876,143.643,142.639,143.178
2022-09-20,143.178,143.92,142.93,143.58
2022-09-21,143.581,144.7,143.34,144.24
2022-09-22,144.24,145.901,140.346,142.268
2022-09-23,142.267,143.457,141.759,143.296
2022-09-26,143.703,144.784,143.184,144.465
2022-09-27,144.472,144.902,144.055,144.705
2022-09-28,144.704,144.848,143.906,144.41
2022-09-29,144.412,144.81,144.201,144.419
2022-09-30,144.419,144.808,144.2,144.698
2022-10-03,144.613,145.318,144.152,144.522
2022-10-04,144.522,144.931,143.769,143.852
2022-10-05,143.852,144.843,143.521,144.436
2022-10-06,144.433,145.14,144.381,145.042
2022-10-07,145.044,145.439,144.55,145.218
2022-10-10,145.309,145.801,145.232,145.668
2022-10-11,145.668,145.947,145.424,145.888
2022-10-12,145.887,146.968,145.813,146.773
2022-10-13,146.774,147.672,146.443,147.306
2022-10-14,147.308,148.86,147.086,148.725
2022-10-17,148.544,149.089,148.413,148.971
2022-10-18,148.97,149.288,148.135,149.211
2022-10-19,149.211,149.904,149.098,149.825
2022-10-20,149.824,150.285,149.551,150.172
2022-10-21,150.172,151.941,146.182,147.569
2022-10-24,147.63,149.705,145.394,148.887
2022-10-25,148.884,149.058,147.512,147.978
2022-10-26,147.977,148.41,146.078,146.084
2022-10-27,146.082,146.936,145.105,146.277
2022-10-28,146.281,147.86,145.972,147.464
2022-10-31,147.752,148.848,147.471,148.733
2022-11-01,148.733,148.822,146.986,147.911
2022-11-02,147.913,147.998,145.667,147.889
2022-11-03,147.888,148.449,147.108,148.388
2022-11-04,148.376,148.402,146.553,146.625
2022-11-07,147.173,147.568,146.081,146.624
2022-11-08,146.624,146.932,145.198,145.292
2022-11-09,145.292,146.793,145.167,146.199
2022-11-10,146.198,146.588,140.202,141.734
2022-11-11,141.736,142.479,138.46,138.762
2022-11-14,139.099,140.793,138.794,140.093
2022-11-15,140.092,140.624,137.671,138.96
2022-11-16,138.955,140.288,138.862,139.324
2022-11-17,139.326,140.736,138.874,140.42
2022-11-18,140.422,140.498,139.631,140.341
2022-11-21,140.267,142.251,140.157,142.089
2022-11-22,142.087,142.24,141.082,141.159
2022-11-23,141.159,141.61,139.162,139.246
2022-11-24,139.242,139.491,138.049,138.602
2022-11-25,138.602,139.594,138.369,139.072
2022-11-28,139.199,139.418,137.497,138.72
2022-11-29,138.719,139.35,137.864,138.749
2022-11-30,138.749,139.892,137.259,137.355
2022-12-01,137.355,137.538,135.033,135.149
2022-12-02,135.148,135.981,133.618,134.271
2022-12-05,134.479,136.859,134.127,136.581
2022-12-06,136.576,137.426,135.96,136.886
2022-12-07,136.883,137.854,136.215,136.38
2022-12-08,136.378,137.243,136.27,136.638
2022-12-09,136.635,136.909,135.602,136.543
2022-12-12,136.464,137.848,136.419,137.51
2022-12-13,137.511,137.969,134.65,135.573
2022-12-14,135.573,135.987,134.509,135.363
2022-12-15,135.363,138.171,135.281,137.747
2022-12-16,137.746,137.786,136.293,136.669
2022-12-19,135.813,137.159,135.749,136.972
2022-12-20,136.971,137.472,130.566,131.888
2022-12-21,131.89,132.526,131.491,132.393
2022-12-22,132.394,132.721,131.641,132.373
2022-12-23,132.373,133.136,132.291,132.872
2022-12-26,132.703,133.19,132.305,132.763
2022-12-27,132.762,133.592,132.632,133.486
2022-12-28,133.487,134.498,133.397,134.028
2022-12-29,134.028,134.195,132.864,132.917
2022-12-30,132.918,132.957,130.776,131.072
2023-01-02,130.925,131.403,130.535,130.79
2023-01-03,130.789,131.466,129.507,131.293
2023-01-04,131.296,132.715,129.923,132.249
2023-01-05,132.243,134.053,131.681,133.318
2023-01-06,133.318,134.773,131.993,132.03
